strain	accession	date	country
A/New_York/42/2003	CY000161	2003-12-08	USA
A/New_York/420/2002	CY003777	2002-01-28	USA
A/New_York/421/1999	CY003432	1999-12-31	USA
A/New_York/422/1999	CY003785	1999-12-15	USA
A/New_York/423/1999	CY003793	1999-12-16	USA
A/New_York/424/1999	CY003216	1999-12-16	USA
A/New_York/425/1999	CY003440	1999-12-17	USA
A/New_York/4255/2009	CY058804	2009-05-24	USA
A/New_York/426/1999	CY003224	1999-12-20	USA
A/New_York/427/1999	CY003232	1999-12-27	USA
A/New_York/428/1999	CY003801	1999-09-28	USA
A/New_York/429/2000	CY003809	2000-01-03	USA
A/New_York/43/2003	CY000169	2003-12-10	USA
A/New_York/430/2000	CY003448	2000-01-03	USA
A/New_York/431/2000	CY003240	2000-01-03	USA
A/New_York/432/2000	CY003817	2000-01-05	USA
A/New_York/433/2000	CY003248	2000-01-05	USA
A/New_York/434/2000	CY003256	2000-01-09	USA
A/New_York/435/2000	CY006659	2000-01-09	USA
A/New_York/436/2000	CY003264	2000-01-10	USA
A/New_York/4362/2009	CY084417	2009-06-23	USA
A/New_York/437/2000	CY003272	2000-01-12	USA
A/New_York/438/2000	CY003280	2000-01-18	USA
A/New_York/439/2000	CY003456	2000-01-23	USA
A/New_York/44/2003	CY000177	2003-12-08	USA
A/New_York/440/2000	CY003825	2000-01-24	USA
A/New_York/448/1998	CY003560	1998-11-23	USA
A/New_York/449/1999	CY003568	1999-01-04	USA
A/New_York/45/2003	CY000065	2003-12-09	USA
A/New_York/450/1999	CY003576	1999-01-08	USA
A/New_York/451/1999	CY003584	1999-01-11	USA
A/New_York/452/1999	CY006060	1999-01-11	USA
A/New_York/453/1999	CY003592	1999-01-12	USA
A/New_York/454/1999	CY003600	1999-01-13	USA
A/New_York/455/1999	CY006068	1999-01-14	USA
A/New_York/456/1999	CY003608	1999-01-15	USA
A/New_York/457/1999	CY003616	1999-01-15	USA
A/New_York/458/1999	CY003624	1999-01-22	USA
A/New_York/459/1999	CY003632	1999-01-25	USA
A/New_York/46/2003	CY000785	2003-12-09	USA
A/New_York/460/1999	CY006899	1999-01-25	USA
A/New_York/461/2005	CY006076	2005-02-02	USA
A/New_York/462/2005	CY006291	2005-02-08	USA
A/New_York/463/2005	CY003640	2005-02-09	USA
A/New_York/464/2005	CY003648	2005-03-07	USA
A/New_York/465/2005	CY006084	2005-03-08	USA
A/New_York/466/2004	CY006371	2004-11-27	USA
A/New_York/467/2004	CY006379	2004-09-17	USA
A/New_York/468/2004	CY003656	2004-09-17	USA
A/New_York/469/2004	CY006179	2004-09-20	USA
A/New_York/47/2003	CY000073	2003-12-12	USA
A/New_York/470/2004	CY006092	2004-09-27	USA
A/New_York/471/2004	CY003664	2004-11-08	USA
A/New_York/472/2004	CY008164	2004-09-27	USA
A/New_York/473/2003	CY008868	2003-11-24	USA
A/New_York/474/2003	CY008876	2003-12-31	USA
A/New_York/475/2003	CY008884	2003-12-08	USA
A/New_York/476/2003	CY008892	2003-12-15	USA
A/New_York/477/2003	CY009244	2003-11-19	USA
A/New_York/478/2003	CY008900	2003-11-21	USA
A/New_York/479/2003	CY008916	2003-11-12	USA
A/New_York/48/2003	CY000081	2003-12-09	USA
A/New_York/480/2004	CY009252	2004-01-12	USA
A/New_York/485/2003	CY003680	2003-01-20	USA
A/New_York/49/2003	CY000377	2003-12-18	USA
A/New_York/498/2004	CY008908	2004-01-13	USA
A/New_York/499/2004	CY009260	2004-01-15	USA
A/New_York/5/2004	CY000889	2004-01-06	USA
A/New_York/5/2006	CY013232	2006-04-05	USA
A/New_York/50/2003	CY000089	2003-12-08	USA
A/New_York/500/2004	CY009268	2004-12-10	USA
A/New_York/501/1997	CY006443	1997-11-26	USA
A/New_York/502/1998	CY008180	1998-03-20	USA
A/New_York/503/1997	CY006227	1997-11-29	USA
A/New_York/504/1998	CY008924	1998-01-01	USA
A/New_York/505/1997	CY006235	1997-12-02	USA
A/New_York/506/1998	CY006787	1998-02-02	USA
A/New_York/507/1997	CY008932	1997-12-17	USA
A/New_York/508/1997	CY006243	1997-12-22	USA
A/New_York/509/1997	CY006451	1997-12-23	USA
A/New_York/51/2003	CY001064	2003-12-10	USA
A/New_York/510/1998	CY006251	1998-02-20	USA
A/New_York/511/1997	CY006259	1997-12-17	USA
A/New_York/512/1998	CY006459	1998-01-29	USA
A/New_York/513/1997	CY006267	1997-12-24	USA
A/New_York/514/1998	CY008940	1998-01-13	USA
A/New_York/515/1997	CY006275	1997-12-21	USA
A/New_York/516/1997	CY006467	1997-12-26	USA
A/New_York/517/1998	CY006283	1998-01-03	USA
A/New_York/518/1998	CY006475	1998-01-05	USA
A/New_York/519/1998	CY006483	1998-02-13	USA
A/New_York/52/2004	CY000257	2004-02-05	USA
A/New_York/520/1998	CY006491	1998-01-05	USA
A/New_York/521/1998	CY006499	1998-01-19	USA
A/New_York/522/1997	CY006507	1997-12-31	USA
A/New_York/523/1998	CY006515	1998-02-02	USA
A/New_York/524/1997	CY006523	1997-12-31	USA
A/New_York/525/1998	CY006531	1998-03-03	USA
A/New_York/526/1997	CY007979	1997-12-29	USA
A/New_York/527/1998	CY006795	1998-03-15	USA
A/New_York/528/1998	CY006539	1998-01-08	USA
A/New_York/529/1998	CY008948	1998-02-28	USA
A/New_York/53/2003	CY000265	2003-12-11	USA
A/New_York/530/1998	CY008956	1998-01-19	USA
A/New_York/531/1998	CY006547	1998-02-22	USA
A/New_York/532/1998	CY006555	1998-01-18	USA
A/New_York/533/1998	CY006563	1998-02-01	USA
A/New_York/534/1998	CY006571	1998-01-29	USA
A/New_York/535/1998	CY006771	1998-03-05	USA
A/New_York/536/1998	CY009988	1998-02-03	USA
A/New_York/537/1998	CY039883	1998-02-05	USA
A/New_York/538/1998	CY006803	1998-02-08	USA
A/New_York/539/1998	CY006579	1998-02-10	USA
A/New_York/54/2003	CY000097	2003-12-10	USA
A/New_York/540/1998	CY008964	1998-02-15	USA
A/New_York/541/1998	CY006587	1998-03-12	USA
A/New_York/542/1998	CY006595	1998-02-19	USA
A/New_York/543/1998	CY006603	1998-02-17	USA
A/New_York/544/1998	CY008532	1998-02-02	USA
A/New_York/545/1997	CY006611	1997-12-26	USA
A/New_York/546/1998	CY006619	1998-01-26	USA
A/New_York/547/1997	CY006627	1997-12-28	USA
A/New_York/548/1998	CY006635	1998-02-12	USA
A/New_York/549/1998	CY008972	1998-01-19	USA
A/New_York/55/2003	CY000949	2003-12-10	USA
A/New_York/550/1998	CY008980	1998-01-25	USA
A/New_York/554/1996	CY012848	1996-11-12	USA
A/New_York/555/1996	CY010796	1996-12-23	USA
A/New_York/556/1996	CY012200	1996-11-19	USA
A/New_York/557/1996	CY011256	1996-11-21	USA
A/New_York/558/1997	CY009644	1997-01-06	USA
A/New_York/559/1996	CY011264	1996-11-25	USA
A/New_York/56/2003	CY001205	2003-12-16	USA
A/New_York/560/1997	CY009460	1997-01-06	USA
A/New_York/561/1996	CY010604	1996-12-22	USA
A/New_York/562/1996	CY009996	1996-12-13	USA
A/New_York/563/1996	CY010004	1996-11-12	USA
A/New_York/564/1997	CY009468	1997-01-02	USA
A/New_York/565/1996	CY009476	1996-12-02	USA
A/New_York/566/1997	CY009652	1997-01-17	USA
A/New_York/567/1996	CY010012	1996-12-05	USA
A/New_York/568/1996	CY009660	1996-12-11	USA
A/New_York/569/1997	CY009484	1997-01-03	USA
A/New_York/570/1996	CY009492	1996-12-12	USA
A/New_York/571/1996	CY011416	1996-12-18	USA
A/New_York/572/1996	CY010588	1996-12-12	USA
A/New_York/574/1996	CY009668	1996-12-12	USA
A/New_York/575/1996	CY009508	1996-12-17	USA
A/New_York/576/1997	CY009676	1997-01-06	USA
A/New_York/577/1996	CY011424	1996-12-24	USA
A/New_York/578/1996	CY010596	1996-12-27	USA
A/New_York/579/1997	CY009516	1997-01-02	USA
A/New_York/58/2003	CY001512	2003-12-16	USA
A/New_York/580/1996	CY009684	1996-12-05	USA
A/New_York/581/1997	CY009692	1997-01-17	USA
A/New_York/582/1996	CY010020	1996-12-02	USA
A/New_York/584/1996	CY009900	1996-12-31	USA
A/New_York/585/1997	CY009700	1997-01-22	USA
A/New_York/586/1996	CY009708	1996-12-21	USA
A/New_York/587/1996	CY009716	1996-11-18	USA
A/New_York/588/1996	CY009724	1996-12-28	USA
A/New_York/589/1996	CY009732	1996-12-18	USA
A/New_York/59/2003	CY000957	2003-12-16	USA
A/New_York/590/1996	CY009740	1996-12-10	USA
A/New_York/591/1996	CY010028	1996-12-20	USA
A/New_York/592/1996	CY010036	1996-12-04	USA
A/New_York/593/1996	CY009908	1996-12-09	USA
A/New_York/594/1996	CY010044	1996-11-18	USA
A/New_York/595/1996	CY010052	1996-12-18	USA
A/New_York/596/1996	CY010060	1996-12-12	USA
A/New_York/597/1997	CY009748	1997-01-06	USA
A/New_York/598/1996	CY012208	1996-12-17	USA
A/New_York/599/1996	CY011128	1996-12-16	USA
A/New_York/6/2004	CY001029	2004-01-06	USA
A/New_York/6/2006	CY016995	2006-04-06	USA
A/New_York/601/1996	CY015516	1996-12-09	USA
A/New_York/602/1996	CY011136	1996-12-23	USA
A/New_York/603/1996	CY010612	1996-12-09	USA
A/New_York/606/1995	CY010620	1995-11-28	USA
A/New_York/608/1996	CY010628	1996-04-01	USA
A/New_York/609/1995	CY010636	1995-12-18	USA
A/New_York/60A/2003	CY000105	2003-12-15	USA
A/New_York/610/1995	CY010644	1995-12-18	USA
A/New_York/611/1995	CY010652	1995-12-28	USA
A/New_York/612/1995	CY010660	1995-12-19	USA
A/New_York/613/1996	CY010668	1996-01-10	USA
A/New_York/617/1996	CY010516	1996-03-19	USA
A/New_York/618/1995	CY010676	1995-12-28	USA
A/New_York/619/1996	CY010684	1996-01-10	USA
A/New_York/61A/2003	CY000001	2003-12-20	USA
A/New_York/622/1996	CY010692	1996-01-08	USA
A/New_York/623/1995	CY010812	1995-12-29	USA
A/New_York/624/1996	CY011432	1996-02-16	USA
A/New_York/628/1995	CY010708	1995-12-12	USA
A/New_York/62A/2003	CY000917	2003-12-19	USA
A/New_York/63/2003	CY001213	2003-12-29	USA
A/New_York/631/1996	CY010716	1996-04-04	USA
A/New_York/632/1996	CY011440	1996-03-01	USA
A/New_York/634/1995	CY010724	1995-12-08	USA
A/New_York/635/1996	CY011448	1996-01-18	USA
A/New_York/636/1996	CY011456	1996-01-22	USA
A/New_York/637/1996	CY010732	1996-01-17	USA
A/New_York/639/1995	CY012216	1995-12-18	USA
A/New_York/64/2003	CY000965	2003-12-26	USA
A/New_York/641/1996	CY011464	1996-01-03	USA
A/New_York/647/1995	CY011808	1995-12-27	USA
A/New_York/648/1995	CY010748	1995-12-14	USA
A/New_York/65/2003	CY001221	2003-12-29	USA
A/New_York/652/1996	CY011816	1996-04-01	USA
A/New_York/654/1994	CY011488	1994-11-03	USA
A/New_York/655/1994	CY012448	1994-11-17	USA
A/New_York/657/1994	CY012224	1994-12-02	USA
A/New_York/658/1995	CY011496	1995-02-21	USA
A/New_York/659/1994	CY011504	1994-12-08	USA
A/New_York/66/2003	CY001341	2003-12-23	USA
A/New_York/660/1995	CY013311	1995-03-02	USA
A/New_York/661/1994	CY012456	1994-12-15	USA
A/New_York/662/1995	CY011512	1995-01-09	USA
A/New_York/663/1994	CY012464	1994-12-20	USA
A/New_York/6630/2009	CY084334	2009-11-13	USA
A/New_York/664/1995	CY012472	1995-03-13	USA
A/New_York/665/1994	CY011520	1994-12-16	USA
A/New_York/666/1995	CY012480	1995-02-08	USA
A/New_York/667/1995	CY012488	1995-01-08	USA
A/New_York/668/1995	CY012496	1995-02-18	USA
A/New_York/669/1995	CY011528	1995-01-11	USA
A/New_York/67/2003	CY000973	2003-12-29	USA
A/New_York/67/2009	GQ385915	2009-02-22	USA
A/New_York/670/1995	CY012232	1995-01-11	USA
A/New_York/671/1995	CY011536	1995-01-06	USA
A/New_York/672/1995	CY011544	1995-01-17	USA
A/New_York/673/1995	CY012896	1995-01-20	USA
A/New_York/674/1995	CY011552	1995-01-19	USA
A/New_York/675/1995	CY012240	1995-01-24	USA
A/New_York/676/1995	CY013319	1995-01-18	USA
A/New_York/677/1995	CY012248	1995-02-18	USA
A/New_York/678/1995	CY012504	1995-01-20	USA
A/New_York/679/1995	CY011560	1995-03-03	USA
A/New_York/68/2004	CY002760	2004-11-06	USA
A/New_York/680/1995	CY017283	1995-02-08	USA
A/New_York/681/1995	CY017291	1995-02-20	USA
A/New_York/683/1995	CY012904	1995-03-03	USA
A/New_York/684/1995	CY011824	1995-01-23	USA
A/New_York/686/1995	CY012912	1995-02-02	USA
A/New_York/687/1995	CY011840	1995-02-06	USA
A/New_York/688/1994	CY013327	1994-12-12	USA
A/New_York/69/2004	CY000561	2004-01-06	USA
A/New_York/690/1995	CY012920	1995-01-18	USA
A/New_York/691/1995	CY012512	1995-01-03	USA
A/New_York/692/1995	CY011320	1995-01-18	USA
A/New_York/693/1995	CY011568	1995-03-21	USA
A/New_York/697/1995	CY011344	1995-02-10	USA
A/New_York/698/1995	CY011352	1995-01-31	USA
A/New_York/699/1995	CY012928	1995-02-07	USA
A/New_York/7/2003	CY001037	2003-10-31	USA
A/New_York/70/2004	CY001229	2004-01-06	USA
A/New_York/70/2009	KC535453	2009-05-23	USA
A/New_York/700/1995	CY012520	1995-02-14	USA
A/New_York/701/1995	CY017299	1995-02-23	USA
A/New_York/702/1995	CY011360	1995-01-09	USA
A/New_York/703/1995	CY011368	1995-01-24	USA
A/New_York/704/1994	CY017307	1994-01-03	USA
A/New_York/705/1994	CY012528	1994-01-31	USA
A/New_York/706/1993	CY016427	1993-12-30	USA
A/New_York/707/1994	CY012536	1994-02-10	USA
A/New_York/708/1994	CY011376	1994-01-11	USA
A/New_York/709/1994	CY011856	1994-01-06	USA
A/New_York/71/2001	CY000481	2001-11-22	USA
A/New_York/710/1994	CY012544	1994-02-09	USA
A/New_York/711/1994	CY011864	1994-01-12	USA
A/New_York/712/1993	CY011872	1993-12-02	USA
A/New_York/713/1994	CY012552	1994-02-14	USA
A/New_York/714/1994	CY012560	1994-01-14	USA
A/New_York/715/1994	CY011880	1994-07-29	USA
A/New_York/716/1994	CY011888	1994-01-17	USA
A/New_York/717/1994	CY013887	1994-01-19	USA
A/New_York/718/1994	CY012936	1994-02-09	USA
A/New_York/719/1994	CY011896	1994-01-20	USA
A/New_York/720/1994	CY011904	1994-01-24	USA
A/New_York/721/1994	CY011912	1994-01-13	USA
A/New_York/722/1994	CY012264	1994-03-02	USA
A/New_York/723/1994	CY012944	1994-01-02	USA
A/New_York/724/1994	CY012952	1994-01-27	USA
A/New_York/725/1994	CY012960	1994-01-30	USA
A/New_York/726/1994	CY011920	1994-02-09	USA
A/New_York/727/1994	CY011928	1994-01-31	USA
A/New_York/728/1994	CY011936	1994-02-01	USA
A/New_York/729/1994	CY012272	1994-02-25	USA
A/New_York/73/2004	CY008516	2004-10-19	USA
A/New_York/730/1994	CY012280	1994-01-04	USA
A/New_York/731/1994	CY013335	1994-03-09	USA
A/New_York/732/1994	CY011384	1994-01-06	USA
A/New_York/733/1994	CY010988	1994-02-07	USA
A/New_York/734/1994	CY012288	1994-01-06	USA
A/New_York/735/1994	CY012968	1994-01-14	USA
A/New_York/736/1994	CY012976	1994-01-21	USA
A/New_York/737/1994	CY015540	1994-02-03	USA
A/New_York/738/1994	CY012984	1994-02-04	USA
A/New_York/739/1994	CY012992	1994-02-14	USA
A/New_York/74/2002	CY001152	2002-01-19	USA
A/New_York/740/1994	CY013000	1994-01-15	USA
A/New_York/741/1994	CY013008	1994-03-03	USA
A/New_York/742/1994	CY013343	1994-01-10	USA
A/New_York/743/1994	CY013351	1994-01-07	USA
A/New_York/744/1994	CY013359	1994-01-18	USA
A/New_York/745/1994	CY013367	1994-02-07	USA
A/New_York/746/1994	CY012568	1994-02-21	USA
A/New_York/747/1994	CY012576	1994-01-12	USA
A/New_York/748/1994	CY012584	1994-01-17	USA
A/New_York/749/1994	CY012592	1994-01-11	USA
A/New_York/75/2002	CY001301	2002-02-12	USA
A/New_York/750/1994	CY013016	1994-01-25	USA
A/New_York/751/1993	CY011576	1993-11-08	USA
A/New_York/753/1994	CY013024	1994-02-15	USA
A/New_York/754/1993	CY013168	1993-01-16	USA
A/New_York/755/1993	CY013176	1993-03-12	USA
A/New_York/756/1993	CY012120	1993-02-02	USA
A/New_York/757/1993	CY013605	1993-03-26	USA
A/New_York/758/1993	CY012128	1993-02-03	USA
A/New_York/759/1993	CY012136	1993-03-08	USA
A/New_York/76/2002	CY001429	2002-01-11	USA
A/New_York/760/1993	CY012144	1993-02-09	USA
A/New_York/761/1993	CY012152	1993-03-03	USA
A/New_York/762/1993	CY012160	1993-02-04	USA
A/New_York/763/1993	CY012168	1993-03-26	USA
A/New_York/764/1993	CY012176	1993-02-23	USA
A/New_York/765/1993	CY012184	1993-03-03	USA
A/New_York/766/1993	CY013613	1993-02-15	USA
A/New_York/767/1993	CY012728	1993-04-05	USA
A/New_York/768/1993	CY013621	1993-03-09	USA
A/New_York/77/2001	CY002328	2001-12-26	USA
A/New_York/770/1993	CY012736	1993-03-04	USA
A/New_York/771/1993	CY012744	1993-04-19	USA
A/New_York/772/1993	CY013637	1993-03-10	USA
A/New_York/773/1993	CY013645	1993-03-31	USA
A/New_York/774/1993	CY013653	1993-02-25	USA
A/New_York/776/1993	CY013661	1993-02-18	USA
A/New_York/777/1993	CY012760	1993-03-20	USA
A/New_York/779/1993	CY012776	1993-02-01	USA
A/New_York/780/1993	CY013669	1993-03-02	USA
A/New_York/781/1993	CY013184	1993-03-26	USA
A/New_York/782/1993	CY013192	1993-04-03	USA
A/New_York/783/1993	CY013200	1993-04-01	USA
A/New_York/784/1993	CY013677	1993-04-19	USA
A/New_York/785/1993	CY013208	1993-03-26	USA
A/New_York/786/1993	CY012784	1993-03-16	USA
A/New_York/787/1993	CY013685	1993-03-10	USA
A/New_York/788/1993	CY013693	1993-02-26	USA
A/New_York/789/1993	CY013701	1993-04-05	USA
A/New_York/791/1993	CY013717	1993-03-11	USA
A/New_York/792/1993	CY013725	1993-03-09	USA
A/New_York/793/1993	CY014143	1993-02-02	USA
A/New_York/794/1993	CY013733	1993-03-04	USA
A/New_York/795/1993	CY013741	1993-02-04	USA
A/New_York/796/1993	CY014151	1993-02-18	USA
A/New_York/797/1993	CY013749	1993-03-16	USA
A/New_York/798/1993	CY013757	1993-03-09	USA
A/New_York/799/1993	CY013765	1993-03-10	USA
A/New_York/8/2003	CY001045	2003-12-29	USA
A/New_York/80/2001	CY000569	2001-12-26	USA
A/New_York/800/1993	CY016483	1993-03-11	USA
A/New_York/801/1993	CY013773	1993-03-10	USA
A/New_York/802/1993	CY013781	1993-03-02	USA
A/New_York/803/1993	CY013789	1993-03-09	USA
A/New_York/81/2002	CY001261	2002-02-19	USA
A/New_York/82/2001	CY000273	2001-12-26	USA
A/New_York/83/2001	CY000185	2001-12-15	USA
A/New_York/84/2001	CY000201	2001-12-29	USA
A/New_York/85/2001	CY000385	2001-12-31	USA
A/New_York/86/2002	CY000281	2002-03-01	USA
A/New_York/87/2002	CY000393	2002-01-08	USA
A/New_York/88/2002	CY001072	2002-02-26	USA
A/New_York/89/2002	CY000401	2002-01-12	USA
A/New_York/9/2003	CY001285	2003-10-31	USA
A/New_York/90/2002	CY000409	2002-02-06	USA
A/New_York/900/2004	CY019141	2004-12-22	USA
A/New_York/908/2004	CY021989	2004-12-27	USA
A/New_York/91/2002	CY000209	2002-01-17	USA
A/New_York/913/2005	CY019277	2005-01-10	USA
A/New_York/918/2005	CY019309	2005-01-10	USA
A/New_York/92/2002	CY000289	2002-01-18	USA
A/New_York/923/2006	CY020069	2006-02-23	USA
A/New_York/928/2006	CY019939	2006-02-28	USA
A/New_York/93/2002	CY000925	2002-02-19	USA
A/New_York/933/2006	CY020101	2006-03-01	USA
A/New_York/938/2006	CY020117	2006-03-02	USA
A/New_York/94/2001	CY001168	2001-12-25	USA
A/New_York/96/2002	CY000297	2002-01-18	USA
A/New_York/97/2002	CY001309	2002-02-13	USA
A/New_York/98/2004	CY002280	2004-11-04	USA
A/New_York/99/2002	CY001080	2002-01-23	USA
A/New_York/C4/2002	CY013805	2002-02-01	USA
A/New_York/UR06_0040/2007	CY025643	2007-01-17	USA
A/New_York/UR06_0373/2007	CY025835	2007-02-21	USA
A/New_York/UR06_0437/2007	CY025715	2007-02-27	USA
A/New_York/UR06_0510/2007	CY025843	2007-03-05	USA
A/New_York/UR06_0515/2007	CY025485	2007-03-05	USA
A/New_York/UR06_0529/2007	CY025731	2007-03-06	USA
A/New_York/UR06_0607/2007	CY034414	2007-03-14	USA
A/New_York/UR07_0080/2008	CY036967	2008-02-25	USA
A/New_York/UR07_0093/2008	CY037711	2008-02-25	USA
A/New_York/UR07_0111/2008	CY037607	2008-02-28	USA
A/New_York/UR07_0133/2008	CY037743	2008-03-06	USA
A/New_York/UR07_0153/2008	CY037631	2008-03-12	USA
A/New_York/UR07_0160/2008	CY044381	2008-03-17	USA
A/Nice/491/1996	CY112861	1996-12-30	France
A/Niigata/1148/2010	HQ703351	2010-08-03	Japan
A/Niigata/1149/2010	HQ703352	2010-08-03	Japan
A/Nizhniy_Novgorod/668/2008	JQ655462	2008-03-01	Russia
A/North_Carolina/01/2011	KC882595	2011-02-01	USA
A/North_Carolina/01/2012	KC893087	2012-01-19	USA
A/North_Carolina/02/2007	EU100722	2007-01-18	USA
A/North_Carolina/03/2007	EU199283	2007-03-22	USA
A/North_Carolina/05/2011	KC883240	2011-01-27	USA
A/North_Carolina/06/2007	EU516203	2007-11-06	USA
A/North_Carolina/08/2008	GQ385827	2008-12-29	USA
A/North_Carolina/08/2012	KC892555	2012-03-05	USA
A/North_Carolina/10/2011	KC892193	2011-12-01	USA
A/North_Carolina/11/2011	KC892279	2011-12-01	USA
A/North_Carolina/13/2010	KC882431	2010-08-16	USA
A/North_Carolina/13/2012	KC892156	2012-03-14	USA
A/North_Carolina/14/2009	GQ894995	2009-06-30	USA
A/North_Carolina/14/2012	KC892177	2012-04-09	USA
A/North_Carolina/15/2012	KC892149	2012-04-19	USA
A/North_Carolina/17/2010	KC882577	2010-12-09	USA
A/North_Dakota/02/2008	GQ369883	2008-12-15	USA
A/North_Dakota/02/2010	KC882721	2010-12-13	USA
A/North_Dakota/02/2011	KC882813	2011-01-14	USA
A/North_Dakota/04/2011	KC883359	2011-02-08	USA
A/North_Dakota/04/2012	KC892517	2012-03-06	USA
A/Novosibirsk/02d/2012	KC135496	2012-02-23	Russia
A/Novosibirsk/1211/2009	CY053652	2009-04-01	Russia
A/Novosibirsk/13/2012	KC135504	2012-02-02	Russia
A/Novosibirsk/155/2012	KC135500	2012-01-29	Russia
A/Novosibirsk/16/2012	KC135508	2012-02-24	Russia
A/Novosibirsk/1832/2011	JN940429	2011-04-15	Russia
A/Novosibirsk/1927/2011	JN940431	2011-04-21	Russia
A/Novosibirsk/22/2012	KC135506	2012-02-20	Russia
A/Novosibirsk/26k/2012	KC135502	2012-02-19	Russia
A/Novosibirsk/31/2009	CY053660	2009-02-01	Russia
A/Novosibirsk/319/2009	CY053662	2009-02-01	Russia
A/Novosibirsk/59d/2012	KC135498	2012-03-14	Russia
A/Novosibirsk/628/2009	CY053666	2009-03-01	Russia
A/Novosibirsk/707/2009	CY053672	2009-03-01	Russia
A/Novosibirsk/76K/2011	JN940427	2011-02-08	Russia
A/Novosibirsk/RII08/2012	CY114538	2012-02-02	Russia
A/Novosibirsk/RII09/2012	CY114558	2012-01-29	Russia
A/Novosibirsk/RII14/2012	JX978743	2012-02-24	Russia
A/Novosibirsk/RII15/2012	KC488812	2012-02-21	Russia
A/Novosibirsk/RII25/2012	JX978737	2012-03-06	Russia
A/Novosibirsk/RII5/2012	KC488807	2012-01-28	Russia
A/Ohio/01/2010	KC535480	2010-07-24	USA
A/Ohio/01/2011	KC882817	2011-01-17	USA
A/Ohio/01/2012	KC893060	2012-02-19	USA
A/Ohio/02/2012	KC893023	2012-03-08	USA
A/Ohio/03/2010	KC882705	2010-11-16	USA
A/Ohio/03/2011	KC883012	2011-03-01	USA
A/Ohio/03/2012	KC892906	2012-03-12	USA
A/Ohio/05/2011	KC892399	2011-11-05	USA
A/Ohio/06/2006	EU516029	2006-03-01	USA
A/Ohio/07/2006	EU516031	2006-04-03	USA
A/Ohio/07/2012	KC892165	2012-04-03	USA
A/Ohio/14/2008	FJ532075	2008-08-28	USA
A/Ohio/2987/2012	CY120872	2012-03-26	USA
A/Ohio/UR06_0256/2007	CY028299	2007-02-12	USA
A/Ohio/UR06_0410/2007	CY027499	2007-02-23	USA
A/Ohio/UR06_0494/2007	CY026923	2007-03-02	USA
A/Ohio/UR07_0005/2008	CY037479	2008-02-12	USA
A/Ohio/UR07_0013/2008	CY041458	2008-02-13	USA
A/Ohio/UR07_0016/2008	CY037495	2008-02-14	USA
A/Ohio/UR07_0023/2008	CY037855	2008-02-14	USA
A/Ohio/UR07_0031/2008	CY037519	2008-02-18	USA
A/Ohio/UR07_0034/2008	CY039095	2008-02-18	USA
A/Ohio/UR07_0035/2008	CY037799	2008-02-18	USA
A/Ohio/UR07_0043/2008	CY036959	2008-02-19	USA
A/Ohio/UR07_0045/2008	CY039111	2008-02-19	USA
A/Ohio/UR07_0058/2008	CY037551	2008-02-19	USA
A/Ohio/UR07_0073/2008	CY038831	2008-02-21	USA
A/Ohio/UR07_0089/2008	CY036975	2008-02-26	USA
A/Ohio/UR07_0105/2008	CY037575	2008-02-26	USA
A/Ohio/UR07_0126/2008	CY037887	2008-03-04	USA
A/Ohio/UR07_0140/2008	CY036999	2008-03-06	USA
A/Oklahoma/01/2008	EU779526	2008-02-16	USA
A/Oklahoma/02/2010	KC883249	2010-11-03	USA
A/Oklahoma/02/2011	KC883075	2011-02-08	USA
A/Oklahoma/03/2010	KC882471	2010-12-23	USA
A/Oklahoma/04/2010	KC882491	2010-12-07	USA
A/Oklahoma/09/2009	KC535399	2009-08-25	USA
A/Omsk/RII02/2012	JX978749	2012-03-05	Russia
A/Omsk/RII06/2012	JX978752	2012-03-15	Russia
