strain	virus	accession	date	region	country	division	location	passage	age	gender	originating_lab	submitting_lab
A/Shanghai-Pudongxin/11625/2015	flu	EPI697327	2015-10-13	china	china	shanghai	shanghai	cell	24y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Vietnam/GS150974/2015	flu	EPI715699	2015-10-13	southeast_asia	vietnam	vietnam	vietnam	unpassaged	14y	male	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention
A/Vietnam/145/2015	flu	EPI715668	2015-10-13	southeast_asia	vietnam	vietnam	vietnam	cell	4y	female	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention
A/Brisbane/188/2015	flu	EPI750898	2015-10-14	oceania	australia	queensland	brisbane	cell	29y	male	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza
A/Fiji/16/2015	flu	EPI765128	2015-10-14	oceania	fiji	fiji	fiji	cell	16y	female	National Centre For Scientific Services For Virology  And Vector Borne Diseases	Who Collaborating Centre For Reference And Research On Influenza
A/HongKong/15607/2015	flu	EPI679463	2015-10-14	china	hong_kong	hong_kong	hong_kong	unpassaged	30y	female	Government Virus Unit	Centers For Disease Control And Prevention
A/SaoPaulo/76607/2015	flu	EPI685735	2015-10-14	south_america	brazil	sao_paulo	santo_andre	unpassaged	18y	female	Instituto Adolfo Lutz	Instituto Adolfo Lutz
A/BurkinaFaso/640/2015	flu	EPI752185	2015-10-14	africa	burkina_faso	burkina_faso	burkina_faso	cell	42y	female	Irss	Centers For Disease Control And Prevention
A/Konya/1926/2015	flu	EPI731221	2015-10-15	west_asia	turkey	konya	konya	cell	77y	female	Refik Saydam National Public Health Agency	Crick Worldwide Influenza Centre
A/Vietnam/158/2015	flu	EPI715683	2015-10-16	southeast_asia	vietnam	vietnam	vietnam	cell	1y	female	National Institute of Hygiene and Epidemiology	Centers for Disease Control and Prevention
A/Gunma/9/2015	flu	EPI717512	2015-10-16	japan_korea	japan	gunma	gunma	cell	47y	male	Gunma Prefectural Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)
A/Cameroon/15v-7708/2015	flu	EPI1333789	2015-10-16	africa	cameroon	cameroon	cameroon	unpassaged	18y	?	Centre Pasteur Du Cameroun	University Of Buea
A/Vietnam/159/2015	flu	EPI730281	2015-10-16	southeast_asia	vietnam	vietnam	vietnam	cell	4y	female	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention
A/Washington/53/2015	flu	EPI677393	2015-10-17	north_america	usa	washington	washington	unpassaged	40y	female	Washington State Public Health Laboratory	Centers For Disease Control And Prevention
A/Saitama/35/2015	flu	EPI678207	2015-10-17	japan_korea	japan	saitama	saitama	cell	9y	female	Saitama Institute Of Public Health	National Institute Of Infectious Diseases (niid)
A/Oman/5422/2015	flu	EPI731243	2015-10-17	west_asia	oman	oman	oman	cell	69y	female	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre
A/Bangladesh/2007/2015	flu	EPI715170	2015-10-17	south_asia	bangladesh	bangladesh	bangladesh	cell	60y	male	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention
A/Oman/5494/2015	flu	EPI731245	2015-10-18	west_asia	oman	oman	oman	cell	6y	male	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre
A/Townsville/37/2015	flu	EPI750900	2015-10-18	oceania	australia	queensland	townsville	cell	58y	female	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza
A/SouthAustralia/162/2015	flu	EPI750824	2015-10-19	oceania	australia	south_australia	south_australia	cell	?	female	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza
A/Sydney/199/2015	flu	EPI704098	2015-10-19	oceania	australia	new_south_wales	sydney	cell	?	male	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza
A/Liaoning-Lianshan/1443/2015	flu	EPI697498	2015-10-19	china	china	liaoning	liaoning	cell	1y	female	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/SaoPaulo/13-8806/2015	flu	EPI685426	2015-10-19	south_america	brazil	sao_paulo	andradina	unpassaged	31y	female	Instituto Adolfo Lutz	Instituto Adolfo Lutz
A/Talca/74180/2015	flu	EPI679049	2015-10-19	south_america	chile	maule	talca	undetermined	32y	female	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile
A/HongKong/15611/2015	flu	EPI686120	2015-10-19	china	hong_kong	hong_kong	hong_kong	cell	74y	male	Government Virus Unit	Centers For Disease Control And Prevention
A/Concepcion/75466/2015	flu	EPI688149	2015-10-19	south_america	chile	bio_bio	concepcion	unpassaged	18y	male	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention
A/Fukuoka-C/14/2015	flu	EPI678213	2015-10-19	japan_korea	japan	fukuoka	fukuoka	cell	13y	male	Fukuoka City Institute For Hygiene And The Environment	National Institute Of Infectious Diseases (niid)
A/Bangladesh/2016/2015	flu	EPI701697	2015-10-19	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	1y	male	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention
A/Lao/1110/2015	flu	EPI730975	2015-10-19	southeast_asia	laos	laos	laos	unpassaged	13y	female	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention
A/Santiago/73540/2015	flu	EPI679047	2015-10-19	south_america	chile	santiago	santiago	undetermined	2y	male	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile
A/SouthAustralia/165/2015	flu	EPI750830	2015-10-20	oceania	australia	south_australia	south_australia	cell	?	female	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza
A/Vietnam/148/2015	flu	EPI712488	2015-10-20	southeast_asia	vietnam	vietnam	vietnam	cell	3y	female	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention
A/Gorbea/75876/2015	flu	EPI695586	2015-10-20	south_america	chile	araucania	gorbea	cell	23y	female	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention
A/Vietnam/160/2015	flu	EPI730289	2015-10-20	southeast_asia	vietnam	vietnam	vietnam	cell	11y	male	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention
A/Iowa/52/2015	flu	EPI695846	2015-10-20	north_america	usa	iowa	iowa	cell	46y	female	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention
A/Iquique/76164/2015	flu	EPI679050	2015-10-20	south_america	chile	tarapaca	iquique	undetermined	73y	male	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile
A/Sichuan-Ziliujing/1530/2015	flu	EPI697336	2015-10-21	china	china	sichuan	sichuan	cell	98y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Hyogo/2001/2015	flu	EPI678209	2015-10-21	japan_korea	japan	hyogo	hyogo	cell	7y	female	Hyogo Prefectural Institute Of Public Health And Consumer Sciences	National Institute Of Infectious Diseases (niid)
A/LaSerena/76388/2015	flu	EPI679769	2015-10-22	south_america	chile	coquimbo	la_serena	undetermined	3y	male	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile
A/Vietnam/165/2015	flu	EPI712495	2015-10-22	southeast_asia	vietnam	vietnam	vietnam	cell	50y	male	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention
A/SouthAustralia/164/2015	flu	EPI750816	2015-10-22	oceania	australia	south_australia	south_australia	cell	?	male	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza
A/Norway/2629/2015	flu	EPI671519	2015-10-22	europe	norway	norway	norway	unpassaged	55y	female	Who National Influenza Centre	Norwegian Institute Of Public Health
A/Iowa/47/2015	flu	EPI677017	2015-10-22	north_america	usa	iowa	iowa	unpassaged	56y	female	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention
A/Jiangsu-Gusu/11664/2015	flu	EPI697461	2015-10-22	china	china	jiangsu	jiangsu	cell	27y	female	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Canberra/95/2015	flu	EPI750846	2015-10-22	oceania	australia	canberra	canberra	cell	?	male	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Nebraska/19/2015	flu	EPI686143	2015-10-23	north_america	usa	nebraska	nebraska	cell	29y	male	Nebraska Public Health Lab	Centers For Disease Control And Prevention
A/Mie/26/2015	flu	EPI678219	2015-10-23	japan_korea	japan	mie	mie	cell	5y	male	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)
A/SouthAustralia/163/2015	flu	EPI750828	2015-10-24	oceania	australia	south_australia	south_australia	cell	?	male	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza
A/Brisbane/184/2015	flu	EPI750896	2015-10-24	oceania	australia	queensland	brisbane	cell	38y	female	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza
A/Hyogo/2002/2015	flu	EPI678211	2015-10-24	japan_korea	japan	hyogo	hyogo	cell	11y	female	Hyogo Prefectural Institute Of Public Health And Consumer Sciences	National Institute Of Infectious Diseases (niid)
A/Malaysia/50142/2015	flu	EPI704157	2015-10-25	southeast_asia	malaysia	malaysia	malaysia	cell	?	male	University Malaya	Who Collaborating Centre For Reference And Research On Influenza
A/Fukuoka-C/16/2015	flu	EPI678215	2015-10-26	japan_korea	japan	fukuoka	fukuoka	cell	9y	female	Fukuoka City Institute For Hygiene And The Environment	National Institute Of Infectious Diseases (niid)
A/Norway/2630/2015	flu	EPI675746	2015-10-26	europe	norway	norway	norway	unpassaged	57y	female	Akershus University Hospital	Norwegian Institute Of Public Health
A/Vietnam/167/2015	flu	EPI730296	2015-10-26	southeast_asia	vietnam	vietnam	vietnam	cell	61y	male	National Institute of Hygiene and Epidemiology	Centers for Disease Control and Prevention
A/Sydney/241/2015	flu	EPI750892	2015-10-26	oceania	australia	new_south_wales	sydney	cell	?	male	Westmead Hospital	Who Collaborating Centre For Reference And Research On Influenza
A/Shizuoka/31/2015	flu	EPI687095	2015-10-27	japan_korea	japan	shizuoka	shizuoka	cell	8y	male	Shizuoka Institute Of Environment And Hygiene	National Institute Of Infectious Diseases (niid)
A/Oman/5691/2015	flu	EPI731247	2015-10-27	west_asia	oman	oman	oman	cell	68y	male	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre
A/Sichuan-Ziliujing/1542/2015	flu	EPI697333	2015-10-27	china	china	sichuan	sichuan	cell	37y	male	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/CoteDIvoire/1918/2015	flu	EPI730074	2015-10-27	africa	cote_d_ivoire	cote_d_ivoire	cote_d_ivoire	cell	?	male	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention
A/Brazil/640/2015	flu	EPI688235	2015-10-27	south_america	brazil	brazil	brazil	unpassaged	69y	female	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention
A/Vietnam/170/2015	flu	EPI712503	2015-10-27	southeast_asia	vietnam	vietnam	vietnam	cell	63y	male	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention
A/Oman/4940/2015	flu	EPI731229	2015-10-28	west_asia	oman	oman	oman	cell	66y	female	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre
A/Denmark/38/2015	flu	EPI671489	2015-10-28	europe	denmark	denmark	denmark	undetermined	?	?	?	Statens Serum Institute
A/Brazil/78870/2015	flu	EPI746646	2015-10-28	south_america	brazil	brazil	brazil	cell	21y	male	Instituto Adolfo Lutz	Centers For Disease Control And Prevention
A/SaoPaulo/78870/2015	flu	EPI685427	2015-10-28	south_america	brazil	sao_paulo	osasco	unpassaged	21y	male	Instituto Adolfo Lutz	Instituto Adolfo Lutz
A/Cambodia/1137/2015	flu	EPI711027	2015-10-28	southeast_asia	cambodia	cambodia	cambodia	unpassaged	1y	male	National Public Health Laboratory	Centers For Disease Control And Prevention
A/Nonthaburi/146/2015	flu	EPI704151	2015-10-29	southeast_asia	thailand	nonthaburi	nonthaburi	cell	?	female	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza
A/Vietnam/GS151050/2015	flu	EPI715707	2015-10-29	southeast_asia	vietnam	vietnam	vietnam	unpassaged	4y	female	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention
A/Kilifi/46/2015	flu	EPI1603019	2015-10-30	africa	kenya	kilifi	kilifi	unpassaged	?	?	Kemri Wellcome Trust Research Programme Cgmrc	Kemri Wellcome Trust Research Programme (kwtrp)
A/SouthAustralia/172/2015	flu	EPI750888	2015-10-31	oceania	australia	south_australia	south_australia	cell	?	female	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza
A/Jordan/20803/2015	flu	EPI731219	2015-11-01	west_asia	jordan	jordan	jordan	cell	?	?	Laboratory Directorate	Crick Worldwide Influenza Centre
A/Santiago/77846/2015	flu	EPI679771	2015-11-01	south_america	chile	santiago	santiago	undetermined	5y	female	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile
A/Louisiana/6/2015	flu	EPI695674	2015-11-02	north_america	usa	louisiana	louisiana	cell	18y	female	Louisiana Department Of Health And Hospitals	Centers For Disease Control And Prevention
A/Brisbane/195/2015	flu	EPI704172	2015-11-02	oceania	australia	queensland	brisbane	cell	17y	female	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza
A/Shizuoka/32/2015	flu	EPI687097	2015-11-02	japan_korea	japan	shizuoka	shizuoka	cell	14y	male	Shizuoka Institute Of Environment And Hygiene	National Institute Of Infectious Diseases (niid)
A/Kenya/7/2015	flu	EPI778036	2015-11-03	africa	kenya	kenya	kenya	undetermined	?	?	?	Other Database Import
A/Kazakhstan/10/2015	flu	EPI688251	2015-11-03	west_asia	kazakhstan	kazakhstan	kazakhstan	unpassaged	13y	female	Csee	Centers For Disease Control And Prevention
A/Bangladesh/10001/2015	flu	EPI710145	2015-11-03	south_asia	bangladesh	bangladesh	bangladesh	cell	10y	female	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention
A/Nagano/2513/2015	flu	EPI687105	2015-11-04	japan_korea	japan	nagano	nagano	cell	8y	male	Nagano Environmental Conservation Research Institute	National Institute Of Infectious Diseases (niid)
A/California/101/2015	flu	EPI686246	2015-11-04	north_america	usa	california	california	cell	97y	?	California Department Of Health Services	Centers For Disease Control And Prevention
A/Cameroon/15V-8163/2015	flu	EPI746013	2015-11-05	africa	cameroon	cameroon	cameroon	cell	2y	male	Centre Pasteur Du Cameroun	Crick Worldwide Influenza Centre
A/Mie/25/2015	flu	EPI678217	2015-11-05	japan_korea	japan	mie	mie	cell	53y	male	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)
A/Yunnan-Qilin/11016/2015	flu	EPI697374	2015-11-05	china	china	yunnan	yunnan	cell	2y	female	Who Chinese National Influenza Center	Who Chinese National Influenza Center
A/Saitama-C/12/2015	flu	EPI706665	2015-11-06	japan_korea	japan	saitama	saitama	cell	4y	male	Saitama City Institute Of Health  Science And Research	National Institute Of Infectious Diseases (niid)
A/Taiwan/1085/2015	flu	EPI706809	2015-11-06	china	taiwan	taiwan	taiwan	cell	9y	female	Center For Disease Control	National Institute Of Infectious Diseases (niid)
A/Vietnam/172/2015	flu	EPI712511	2015-11-06	southeast_asia	vietnam	vietnam	vietnam	cell	5y	male	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention
A/Shizuoka/34/2015	flu	EPI719138	2015-11-06	japan_korea	japan	shizuoka	shizuoka	cell	4y	male	Shizuoka Institute Of Environment And Hygiene	Centers For Disease Control And Prevention
A/Talca/79797/2015	flu	EPI696086	2015-11-06	south_america	chile	maule	talca	cell	13y	female	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention
A/Sapporo/61/2015	flu	EPI678223	2015-11-07	japan_korea	japan	hokkaido	sapporo	cell	1y	male	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)
A/PrachuapKhiriKhan/149/2015	flu	EPI704154	2015-11-07	southeast_asia	thailand	prachuap_khiri_khan	prachuap_khiri_khan	cell	?	male	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza
A/Bangladesh/13004/2015	flu	EPI701940	2015-11-07	south_asia	bangladesh	bangladesh	bangladesh	unpassaged	55y	male	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention
A/PrachuapKhiriKhan/142/2015	flu	EPI710385	2015-11-07	southeast_asia	thailand	prachuap_khiri_khan	prachuap_khiri_khan	cell	22y	male	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention
