strain	branch_length	cTiter	cTiterSub	cTiterSub_x	clade_membership	clock_length	country	country_entropy	dTiter	dTiterSub	date	delta_frequency	dms_star	ep	ep_x	lbi	mutation_length	ne	ne_star	numdate	raw_date	rb	region	region_entropy	is_terminal	timepoint	lineage	segment	frequency	naive	weighted_distance_to_future	weighted_distance_to_present	log2_distance_effect
A/Guangdong/187/2011	0.003542944135195757	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	0.003542944135195757	china	-1.000088900581841e-12	0	0.0	2011-09-26	0.24585115268344854	-0.7476317059850329	5.563638448919432	-7.335861707812227	0.028039436190382197	0.0029137422168610872	12	-0.3416353281005056	2011.7364818617386	2011-09-26	7	china	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.097707	0.0	6.862932000000002	6.441289000000003	0.09147563762058436
A/Guatemala/453/2011	0.003801565772491064	6.7082981830777095	6.009870757361457	-9.07202466746318	3b60fb2	0.003801565772491064	guatemala	-1.000088900581841e-12	0	0.0	2011-09-01	-1.1329619489918323	0.5568542929301948	7.035500472443093	-6.42895729881225	-0.3912007313144959	0.002913493800403782	10	-1.29062235060191	2011.6707734428478	2011-09-02	7	north_america	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.06298200000000001	0.0	11.560120000000001	9.226488000000002	0.3253028684312285
A/HongKong/3969/2011	0.001412180192130727	6.916151921154003	7.304337363997076	-8.285375732992268	38da78c	0.001412180192130727	hong_kong	-1.000088900581841e-12	0	0.0	2011-05-18	1.07866369026075	0.5568542929301948	7.035500472443093	-6.390844428358138	-0.24762126938785786	0.0017493551237816928	10	-1.29062235060191	2011.380561259412	2011-05-19	7	china	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	5e-06	0.0	5.4934140000000005	5.383341	0.02920120804202102
A/HongKong/3974/2011	0.0011001453913718692	8.720036299050355	5.842374938360207	-5.87921487406182	c139e7c	0.0011001453913718692	hong_kong	-1.000088900581841e-12	0	0.0	2011-06-23	0.24585115268344854	0.33992853131283113	7.035500472443093	-5.508032086145768	-0.06296214152520807	0.0017483609633855788	12	-0.3416353281005056	2011.476386036961	2011-06-23	7	china	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.00045	0.0	8.670458000000002	8.572236999999998	0.016436465684404815
A/India/254/2011	0.00531374975493671	6.9161517192078925	5.842374938360207	-5.761194269887012	c139e7c	0.00531374975493671	india	-1.000088900581841e-12	0	0.0	2011-06-29	0.24585115268344854	0.5568542929301948	5.563638448919432	-7.335861707812227	-1.4539631257824968	0.0011660035224917112	11	-1.29062235060191	2011.4928131416839	2011-06-29	7	south_asia	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.000843	0.0	5.862934000000001	5.639843	0.05596781423629154
A/Johannesburg/114/2011	0.00048805634157615685	6.960990452637165	5.842374356925924	-9.399802254249703	c17559e	0.00048805634157615685	south_africa	-1.000088900581841e-12	0	0.0	2011-05-25	-0.9315444541209388	0.5568542929301948	4.827707437157604	-9.464022730770747	-1.7430125859420904	0.0005823763692560952	9	-1.29062235060191	2011.3997262149207	2011-05-26	7	africa	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	1.4000000000000001e-05	0.0	7.601321999999999	6.1760449999999985	0.2995670853057727
A/Johannesburg/153/2011	0.0009589666769630882	6.960990452637165	5.842374356925924	-9.399802254249703	c17559e	0.0009589666769630882	south_africa	-1.000088900581841e-12	0	0.0	2011-07-04	-0.9315444541209388	0.5568542929301948	4.827707437157604	-9.464022730770747	-1.7929669067352612	2.026056841351321e-17	9	-1.29062235060191	2011.5092402464065	2011-07-05	7	africa	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.001519	0.0	7.601321999999999	6.1760449999999985	0.2995670853057727
A/Kenya/152/2011	0.006948744704091396	6.708297934359705	5.842374356925924	-9.399802254249703	c17559e	0.006948744704091396	kenya	-1.000088900581841e-12	0	0.0	2011-08-29	-0.9315444541209388	-3.3419465577602616	7.035500472443093	-6.468143947689325	-0.4559953636273771	0.007632264930640845	12	1.5563387169023029	2011.6625598904861	2011-08-30	7	africa	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.057066	0.0	13.498122999999998	11.394326	0.24444321681448242
A/Kyoto/13/2011	0.0015448449004400455	6.953641546571215	7.304337363997076	-8.285375732992268	38da78c	0.0015448449004400455	japan	-1.000088900581841e-12	0	0.0	2011-09-27	1.07866369026075	0.3897628279006039	7.77143148420492	-5.446162282582559	0.576254281778143	0.0011656982505396565	11	-0.3416353281005056	2011.7392197125257	2011-09-27	7	japan_korea	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.098176	0.0	5.128701999999998	5.975428999999998	-0.22044854680793974
A/Lebanon/11L007/2011	0.0019189596167009312	7.81262576617637	5.842403302551428	-6.788643346190689	f8b8996	0.0019189596167009312	lebanon	-1.000088900581841e-12	0	0.0	2011-08-03	-0.5420603654078335	-0.0968544211329418	4.827707437157604	-8.495276181936983	-1.055259761880508	0.003504809396461307	13	0.6073516944008986	2011.5886379192334	2011-08-03	7	west_asia	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.015163999999999999	0.0	9.797694	8.849909000000002	0.14677961367737494
A/Lebanon/11L013/2011	0.003254147165992441	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	0.003254147165992441	lebanon	-1.000088900581841e-12	0	0.0	2011-07-18	0.24585115268344854	-0.2668773153735783	5.563638448919432	-7.335861707812227	-0.7798219126990179	0.00408932439744359	14	1.5563387169023029	2011.5448323066394	2011-07-18	7	west_asia	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.004768	0.0	8.862928000000002	8.550572999999998	0.05176229063958197
A/Norway/1762/2011	0.0019542032673192725	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	0.0019542032673192725	norway	-1.000088900581841e-12	0	0.0	2011-07-20	0.24585115268344854	-0.2404944524741692	6.299569460681263	-6.323941903211713	-0.14625639021148232	0.0017493399183570112	12	-0.3416353281005056	2011.5530458590008	2011-07-21	7	europe	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.0060490000000000006	0.0	7.862929999999999	7.615643000000001	0.04610116007253551
A/Norway/1789/2011	0.00017505693244512094	6.953641546571215	7.304337363997076	-8.285375732992268	38da78c	0.00017505693244512094	norway	-1.000088900581841e-12	0	0.0	2011-08-02	1.07866369026075	0.3897628279006039	7.77143148420492	-5.446162282582559	1.3493417952805065	2.0272780554615395e-17	11	-0.3416353281005056	2011.5859000684463	2011-08-02	7	europe	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.014221000000000001	0.0	5.128701999999998	5.975428999999998	-0.22044854680793974
A/Peru/PER041/2011	0.0011569452196772828	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	0.0011569452196772828	peru	-9.99866855976916e-13	0	0.0	2011-08-25	0.24585115268344854	0.5568542929301948	5.563638448919432	-7.335861707812227	0.4496642229828765	0.0005826754293393777	11	-1.29062235060191	2011.6488706365506	2011-08-25	7	south_america	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.04738	0.0	5.862934000000001	5.639843	0.05596781423629154
A/Peru/PER302/2011	0.003494876332092833	8.031261890754111	5.842372461217567	-9.071642154659703	e56a121	0.003494876332092833	peru	-1.000088900581841e-12	0	0.0	2011-05-29	-3.615748715559861	0.44545998291046746	7.035500472443093	-6.42895729881225	-1.365184152548168	0.00291397734172266	10	-0.3416353281005056	2011.4106776180693	2011-05-30	7	south_america	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	2.5e-05	0.0	11.560128	9.438202	0.29257341820062194
A/Peru/PER355/2011	0.002722293732714348	8.031261890754111	5.842372461217567	-9.071642154659703	e56a121	0.002722293732714348	peru	-1.000088900581841e-12	0	0.0	2011-09-05	-3.615748715559861	0.5568542929301948	7.035500472443093	-6.42895729881225	-0.3934206536703153	0.0011639270594969102	9	-1.29062235060191	2011.681724845996	2011-09-06	7	south_america	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.070756	0.0	10.560130000000001	8.438254	0.32361117513053594
A/PortoAlegre/LACENRS-557/2011	0.001900235661423561	6.7082979218308525	5.8424066240256955	-9.071642154659703	e56a121	0.001900235661423561	portugal	-9.99866855976916e-13	0	2.7591975616374482e-05	2011-06-30	-3.615748715559861	-0.03529440770098724	7.035500472443093	-6.42895729881225	-1.6345453348208383	0.0011632096206010466	11	0.6073516944008986	2011.495550992471	2011-06-30	7	europe	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.000932	0.0	12.337080000000002	10.434447999999998	0.24164668932161082
A/PuertoRico/3/2011	0.0011569452196772828	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	0.0011569452196772828	puerto_rico	-1.000088900581841e-12	0	0.0	2011-08-25	0.24585115268344854	0.5568542929301948	5.563638448919432	-7.335861707812227	0.4496642229828765	0.001748174721271032	11	-1.29062235060191	2011.6488706365506	2011-08-25	7	north_america	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.04738	0.0	5.862934000000001	5.639843	0.05596781423629154
A/SaoPaulo/39767/2011	0.0015705984266524214	6.7082979218308525	5.842372461217567	-9.071642154659703	e56a121	0.0015705984266524214	brazil	-1.000088900581841e-12	0	0.0	2011-06-01	-3.615748715559861	0.2959570931471493	7.035500472443093	-6.42895729881225	-1.574491884342021	0.0017461481185203135	11	0.6073516944008986	2011.4188911704312	2011-06-02	7	south_america	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	3.7e-05	0.0	12.337080000000002	10.436237999999998	0.24139922029931596
A/Singapore/C2011471/2011	0.0010765998746020827	8.720036299050355	5.842374938360207	-5.87921487406182	c139e7c	0.0010765998746020827	singapore	-9.99866855976916e-13	0	0.0	2011-06-20	0.24585115268344854	0.1874942123384674	6.299569460681263	-6.443460849949965	-0.041665602831011936	0.0011645163535096204	12	-0.3416353281005056	2011.4709103353864	2011-06-21	7	southeast_asia	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.000361	0.0	7.862929999999999	7.573139	0.054175602129028326
A/Singapore/C2011641/2011	0.004029887542432345	6.916151870387464	5.84237745291155	-5.761194269887012	8aaed0b	0.004029887542432345	singapore	-1.000088900581841e-12	0	0.0	2011-08-21	-0.8791666095090122	0.5568542929301948	7.035500472443093	-5.494998853231869	-0.027139558852515684	2.0199193934593163e-17	10	-1.29062235060191	2011.6406570841891	2011-08-22	7	southeast_asia	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.041831	0.0	5.036924000000002	5.623331000000001	-0.15888200621332843
A/Singapore/GP1048/2011	0.0004709103353859531	8.720036299050355	5.842374938360207	-5.87921487406182	c139e7c	0.0004709103353859531	singapore	-9.99866855976916e-13	0	0.0	2011-05-29	0.24585115268344854	0.1874942123384674	6.299569460681263	-6.443460849949965	0.2086563352173996	2.0069151149739727e-17	12	-0.3416353281005056	2011.4106776180693	2011-05-30	7	southeast_asia	-9.99866855976916e-13	True	2011-10-01	h3n2	ha	2.5e-05	0.0	7.862929999999999	7.573139	0.054175602129028326
A/Singapore/GP1318/2011	4.741044167567293e-05	8.720036299050355	5.842374938360207	-5.761194269887012	c139e7c	4.741044167567293e-05	singapore	-1.000088900581841e-12	0	0.0	2011-07-22	0.24585115268344854	0.5568542929301948	5.563638448919432	-7.335861707812227	-0.009681988702131215	2.0058064309246887e-17	11	-1.29062235060191	2011.5557837097879	2011-07-22	7	southeast_asia	-9.99866855976916e-13	True	2011-10-01	h3n2	ha	0.006534999999999999	0.0	5.862934000000001	5.639843	0.05596781423629154
A/Southaustralia/3/2011	0.0016711808765934935	6.916151921154003	7.304337363997076	-8.285375732992268	38da78c	0.0016711808765934935	australia	-9.99866855976916e-13	0	0.0	2011-06-09	1.07866369026075	0.5568542929301948	7.035500472443093	-6.390844428358138	-0.4461592260109655	0.0005826482851531567	10	-1.29062235060191	2011.440793976728	2011-06-10	7	oceania	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.000101	0.0	5.4934140000000005	5.383341	0.02920120804202102
A/Southaustralia/45/2011	0.0007313121592808919	7.1389459739797605	6.009872966406548	-9.07202466746318	3b60fb2	0.0007313121592808919	australia	-1.000088900581841e-12	0	0.0	2011-07-19	-1.1329619489918323	0.40735140316687657	7.77143148420492	-5.4795569632423655	-1.5662935731724232	0.0005817963747047697	10	-1.29062235060191	2011.5503080082133	2011-07-20	7	oceania	-1.000088900581841e-12	True	2011-10-01	h3n2	ha	0.005594	0.0	12.560118000000001	10.160986	0.3058096132534099
A/Umea/3/2011	0.003527154559926533	6.7082979218308525	5.84237358490152	-8.06575365433009	e56a121	0.003527154559926533	sweden	-1.000088900581841e-12	0	9.075559635266485e-07	2011-05-23	-3.615748715559861	-0.6010602454327602	8.50736249596675	-4.670911606278679	-1.550712961721993	0.003497504844374418	10	-0.3416353281005056	2011.3915126625602	2011-05-23	7	europe	-9.99866855976916e-13	True	2011-10-01	h3n2	ha	9e-06	0.0	13.560124	11.373183999999997	0.25373416816169275
A/Akita/14/2012	0.004620206856424083	6.7779152266852085	5.946395050900833	-5.487680291375228	c139e7c	0.004620206856424083	japan	-1.000088900581841e-12	0	1.0087615793559044e-07	2012-03-26	-0.9705153014813732	-0.3225744703834419	5.563638448919432	-7.573183734192597	-0.6175688860107003	0.004083586521010885	11	-0.3416353281005056	2012.2354551676929	2012-03-26	7	japan_korea	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.08000800000000001	0.0	8.650055000000004	6.7968769999999985	0.34783729067247265
A/Cambodia/55/2011	0.0014062480217509887	8.01988531350075	5.946394986632749	-8.33661993745368	8aaed0b	0.0014062480217509887	cambodia	-9.99866855976916e-13	0	0.0	2011-12-04	-0.9320172651417624	-0.1994544435195328	7.035500472443093	-5.075161701205891	-0.5930289776148955	0.002915698951049541	10	-1.29062235060191	2011.9281314168368	2011-12-05	7	southeast_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	4.7e-05	0.0	5.978405000000001	6.7967249999999995	-0.18507911759602258
A/Cambodia/74/2011	0.003077708261905377	7.001946339291885	7.025541190316125	-9.111704752275884	f2ec31a	0.003077708261905377	cambodia	-9.99866855976916e-13	0	0.0	2011-11-17	-0.4512325669329902	-0.3812030546043511	7.77143148420492	-5.679394322399339	-0.7402515846637783	0.002920066368428357	12	-0.3416353281005056	2011.8788501026693	2011-11-17	7	southeast_asia	-9.99866855976916e-13	True	2012-04-01	h3n2	ha	4e-06	0.0	5.324611999999999	7.460178000000001	-0.48653365243059377
A/Chiba/31-138v/2012	0.004268940632553578	7.001946339291885	7.818796395214536	-8.82806078929425	f2ec31a	0.004268940632553578	japan	-9.99866855976916e-13	0	0.6406814740945356	2012-01-17	-0.4512325669329902	0.14645420338383106	7.77143148420492	-5.679394322399339	-1.2794637412544163	0.004086611163623327	11	0.6073516944008986	2012.0465434633813	2012-01-17	7	japan_korea	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.004115	0.0	6.400119000000002	8.443724000000001	-0.3997806921098908
A/Colorado/28/2011	0.0013103181106569467	7.195447315383182	6.0686608697476885	-10.279242769712413	3b60fb2	0.0013103181106569467	usa	-1.000088900581841e-12	0	0.0	2011-12-25	-2.1686264419947308	0.40735140316687657	7.035500472443093	-7.06318264248995	-1.9146969814530843	0.0005815179840312401	11	-0.3416353281005056	2011.9828884325805	2011-12-25	7	north_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.000475	0.0	16.763013	11.28501	0.5708737867844327
A/Dakar/1/2012	0.0009007983918378203	7.509027806622673	5.946394926001736	-8.33661993745368	c139e7c	0.0009007983918378203	senegal	-1.000088900581841e-12	0	0.0	2012-01-17	-0.9705153014813732	0.5568542929301948	5.563638448919432	-7.573183734192597	-0.259391465024772	1.9583477243841347e-17	11	-1.29062235060191	2012.0465434633813	2012-01-17	7	africa	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.004115	0.0	7.650053	5.956895	0.3609092134627168
A/Dakar/2/2012	0.0014332681348161699	7.509048597285874	5.946394926001736	-8.33661993745368	c139e7c	0.0014332681348161699	senegal	-1.000088900581841e-12	0	0.0	2012-01-30	-0.9705153014813732	0.5568542929301948	5.563638448919432	-7.573183734192597	-0.8790581110802848	0.0011644320705031473	11	-1.29062235060191	2012.084873374401	2012-01-31	7	africa	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.011387999999999999	0.0	7.650053	5.956895	0.3609092134627168
A/Dnipro/194/2012	0.00168644763860357	7.0328221053765425	5.9463949618240655	-10.278477546096386	e56a121	0.00168644763860357	bangladesh	-1.000088900581841e-12	0	0.0	2012-03-23	-0.9085850714995848	0.2871628055140129	7.77143148420492	-6.085379622185685	-0.4282997775674705	0.0011648825640909405	10	-0.3416353281005056	2012.227241615332	2012-03-23	7	south_asia	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.078261	0.0	16.763013	10.704765999999998	0.6470282241438698
A/Estonia/66234/2012	0.00218539038183016	7.0328218352313305	5.946395182198023	-9.474214125504211	e56a121	0.00218539038183016	estonia	-1.000088900581841e-12	0	1.7798749885860683e-07	2012-03-10	-0.9085850714995848	-1.4130661368923514	9.24329350772858	-4.420981005866096	-0.3935384941186166	0.0029138538424402136	9	0.6073516944008986	2012.1889117043122	2012-03-09	7	europe	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.06208300000000001	0.0	17.859295000000003	12.705051999999997	0.49127285069439186
A/Ethiopia/41/2012	0.003772643187001925	7.493737612860825	6.181166618894862	-9.000227526113559	f8b8996	0.003772643187001925	ethiopia	-1.000088900581841e-12	0	0.0	2012-03-26	-0.7525414071355343	0.841202926401604	5.563638448919432	-7.645743609928941	-0.5371788220529241	0.0017490624259645367	11	-1.29062235060191	2012.2354551676929	2012-03-26	7	africa	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.08000800000000001	0.0	11.492043999999996	8.143354000000002	0.4969403974496249
A/Georgia/255/2012	0.0020614177397209822	7.2885392618984906	7.025541190316125	-9.111704752275884	f2ec31a	0.0020614177397209822	usa	-1.000088900581841e-12	0	0.0	2012-02-21	-0.4512325669329902	-0.5365688027897602	7.77143148420492	-5.679394322399339	0.6061224534360325	0.0005822187321005785	12	-0.3416353281005056	2012.1451060917184	2012-02-22	7	north_america	-9.99866855976916e-13	True	2012-04-01	h3n2	ha	0.036765	0.0	5.400116999999999	7.386656000000001	-0.4519307269076343
A/Goroka/5/2012	0.0044530458590011646	7.493737612860825	6.181166724496094	-8.999893725923215	f8b8996	0.0044530458590011646	papua_new_guinea	-1.000088900581841e-12	0	8.529002008900279e-08	2012-03-06	-0.7525414071355343	-0.5072545106793056	5.563638448919432	-7.809970438074398	-0.5141036579126819	0.004674543898094257	13	0.6073516944008986	2012.177960301164	2012-03-05	7	oceania	-9.99866855976916e-13	True	2012-04-01	h3n2	ha	0.055892	0.0	13.407587	9.615102000000006	0.47967554752505803
A/Guyane/1297/2012	0.002581177275837853	7.28849766321829	7.025541190316125	-9.111704752275884	f2ec31a	0.002581177275837853	french_guiana	-1.000088900581841e-12	0	0.0	2012-03-08	-0.4512325669329902	0.5568542929301948	7.77143148420492	-5.679394322399339	0.40146155385517135	0.0005822187321005785	11	-1.29062235060191	2012.1861738535247	2012-03-08	7	south_america	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	0.060572	0.0	4.4001149999999996	6.460187999999999	-0.5540349198011609
A/HongKong/4937/2011	0.003859693395332008	7.001944232900184	7.025541190316125	-9.111704752275884	f2ec31a	0.003859693395332008	hong_kong	-1.000088900581841e-12	0	0.0	2011-11-29	-0.4512325669329902	0.9232829443108768	7.77143148420492	-5.679394322399339	-1.2387269864382742	0.0011670475033112519	13	-0.3416353281005056	2011.9144421629017	2011-11-30	7	china	-1.000088900581841e-12	True	2012-04-01	h3n2	ha	2.4e-05	0.0	6.238040000000001	8.348304000000002	-0.42039033289845684
